internal id	Hallmark	Pathway(s)	Source(s)	Genes
66	Evading Growth Suppressors	AUF1 (hnRNP D0) Binds And Destabilizes MRNA // Autodegradation Of The E3 Ubiquitin Ligase COP1 // CDK Mediated Phosphorylation And Removal Of Cdc6 // CDT1 Association With The CDC6:ORC:origin Complex // Cross Presentation Of Soluble Exogenous Antigens (endosomes) // Dectin 1 Mediated Noncanonical NF KB Signaling // Degradation Of AXIN // Degradation Of DVL // Degradation Of GLI1 By The Proteasome // Degradation Of GLI2 By The Proteasome // G2/M Checkpoints // GLI3 Is Processed To GLI3R By The Proteasome // Hedgehog Ligand Biogenesis // Hh Mutants That Don't Undergo Autocatalytic Processing Are Degraded By ERAD // NIK  >noncanonical NF KB Signaling // Orc1 Removal From Chromatin // Regulation Of Activated PAK 2p34 By Proteasome Mediated Degradation // Regulation Of Ornithine Decarboxylase (ODC) // SCF Beta TrCP Mediated Degradation Of Emi1 // The Role Of GTSE1 In G2/M Progression After G2 Checkpoint // Ubiquitin Dependent Degradation Of Cyclin D1 // Ubiquitin Mediated Degradation Of Phosphorylated Cdc25A // Vif Mediated Degradation Of APOBEC3G // Vpu Mediated Degradation Of CD4	reactome	APOBEC3G, ATM, AXIN1, AXIN2, AZIN1, BTRC, CCL17, CCL22, CCNA1, CCNA2, CCNB1, CCNB2, CCND1, CD207, CD4, CDC20, CDC25A, CDC6, CDK1, CDK2, CDK4, CDKN1A, CDKN1B, CDT1, CHEK1, CHEK2, CHUK, CSNK1A1, CUL1, CUL3, CUL5, DACT1, DERL2, DHH, DVL1, DVL2, DVL3, EIF4G1, ERLEC1, FBXO5, FBXW11, FCGR1A, FCGR1B, FKBPL, FZR1, GLI1, GLI2, GLI3, GMNN, GSK3B, GTSE1, HECW1, HHAT, HNRNPD, HSP90AA1, HSP90AB1, HSPA1A, HSPA8, HSPB1, IHH, ITCH, KLHL12, MAP3K14, MAPRE1, MCM2, MCM3, MCM4, MCM5, MCM6, MCM7, MCM8, MRC1, MRC2, NFKB2, NQO1, NUMB, OAZ1, OAZ2, OAZ3, ODC1, ORC1, ORC2, ORC3, ORC4, ORC5, ORC6, OS9, P4HB, PABPC1, PAK2, PLK1, PRKACA, PRKACB, PRKACG, PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD1, PSMD10, PSMD11, PSMD12, PSMD13, PSMD14, PSMD2, PSMD3, PSMD4, PSMD5, PSMD6, PSMD7, PSMD8, PSMD9, PSME1, PSME2, PSME3, PSME4, PSMF1, RB1, RBX1, RELA, RELB, RFWD2, RNF146, RPS27A, SEL1L, SHH, SKP1, SMURF2, SUFU, SYVN1, TCEB1, TCEB2, TNKS, TNKS2, TP53, UBA3, UBA52, UBB, UBC, UBE2M, VCP
337	Evading Growth Suppressors	Chk1/Chk2(Cds1) Mediated Inactivation Of Cyclin B:Cdk1 Complex	reactome	CCNB1, CDC25C, CDK1, CHEK1, SFN, WEE1, YWHAB, YWHAE, YWHAG, YWHAH, YWHAQ, YWHAZ
384	Evading Growth Suppressors	Conversion From APC/C:Cdc20 To APC/C:Cdh1 In Late Anaphase	reactome	ANAPC1, ANAPC10, ANAPC11, ANAPC15, ANAPC16, ANAPC2, ANAPC4, ANAPC5, ANAPC7, CDC14A, CDC16, CDC20, CDC23, CDC26, CDC27, FZR1, UBE2C, UBE2D1, UBE2E1
394	Evading Growth Suppressors	Cyclin A:Cdk2 Associated Events At S Phase Entry	reactome	CCNA1, CCNA2, CCNH, CDC25A, CDC25B, CDK2, CDK7, CDKN1A, CDKN1B, FZR1, MAX, MNAT1, MYC, RB1, WEE1
393	Evading Growth Suppressors	Cyclin A/B1 Associated Events During G2/M Transition	reactome	CCNA1, CCNA2, CCNB1, CCNB2, CCNH, CDC25A, CDC25B, CDC25C, CDK1, CDK2, CDK7, FOXM1, MNAT1, PKMYT1, PLK1, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R2A, WEE1, XPO1
395	Evading Growth Suppressors	Cyclin B2 Mediated Events	reactome	CCNB2, CDC25A, CDC25B, CDC25C, CDK1
396	Evading Growth Suppressors	Cyclin D Associated Events In G1	reactome	CCND1, CCND2, CCND3, CCNH, CDK4, CDK6, CDK7, CDKN1A, CDKN1B, CDKN2A, CDKN2B, CDKN2C, CDKN2D, CKS1B, CUL1, E2F1, E2F2, E2F3, E2F4, E2F5, MNAT1, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R3B, RB1, RBL1, RBL2, RPS27A, SKP1, SKP2, TFDP1, TFDP2, UBA52, UBB, UBC
397	Evading Growth Suppressors	Cyclin E Associated Events During G1/S Transition	reactome	CCNE1, CCNE2, CCNH, CDC25A, CDK2, CDK7, CDKN1A, CDKN1B, MAX, MNAT1, MYC, PKMYT1, RB1, WEE1
459	Evading Growth Suppressors	Direct P53 Effectors	reactome	AFP, AIFM2, APAF1, APC, ARID3A, ATF3, BAK1, BAX, BBC3, BCL2, BCL2A1, BCL2L1, BCL2L14, BCL2L2, BCL2L2-PABPN1, BCL6, BDKRB2, BID, BNIP3L, BTG2, CARM1, CASP1, CASP10, CASP6, CAV1, CCNB1, CCNG1, CCNK, CD82, CDKN1A, CEBPZ, COL18A1, CREBBP, CSE1L, CTSD, CX3CL1, DDB2, DDIT4, DDX5, DGCR8, DKK1, DROSHA, DUSP1, DUSP5, E2F1, E2F2, E2F3, EDN2, EGFR, EP300, EPHA2, FAS, FDXR, FOXA1, GADD45A, GDF15, GPX1, HDAC2, HGF, HIC1, HSPA1A, HSPA1B, HSPA7, HTT, IGFBP3, IRF5, JMY, JUN, KAT2A, LIF, MAP4K4, MCL1, MDM2, MET, MLH1, MMP2, MSH2, NDRG1, NFYA, NFYB, NFYC, NLRC4, PCBP4, PCNA, PERP, PIDD1, PLK3, PMAIP1, PML, PMS2, POU4F1, POU4F2, PPM1J, PPP1R13B, PRDM1, PRKAB1, PRMT1, PTEN, PYCARD, RB1, RCHY1, RFWD2, RGCC, RNF144B, RPS27L, RRM2B, S100A2, SCN3B, SERPINB5, SERPINE1, SESN1, SFN, SH2D1A, SMARCA4, SNAI2, SP1, SPP1, STEAP3, TADA2B, TAF9, TAP1, TFDP1, TGFA, TIGAR, TNFRSF10A, TNFRSF10B, TNFRSF10C, TNFRSF10D, TP53, TP53BP2, TP53I3, TP53INP1, TP63, TP73, TRIAP1, TRRAP, TSC2, TYRP1, VCAN, VDR, ZNF385A
472	Evading Growth Suppressors	Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity	reactome	HDAC1, NCOR1, NCOR2, NEDD4L, PARP1, PPM1A, RNF111, RPS27A, SKI, SKIL, SMAD2, SMAD3, SMAD4, SMURF2, TGIF1, TGIF2, TRIM33, UBA52, UBB, UBC, UBE2D1, UBE2D3, USP9X
648	Evading Growth Suppressors	G2/M DNA Damage Checkpoint // Processing Of DNA Double Strand Break Ends	reactome	ATM, ATR, ATRIP, BABAM1, BARD1, BLM, BRCA1, BRCC3, BRE, BRIP1, CCNA1, CCNA2, CDK2, CHEK1, CHEK2, CLSPN, DNA2, EXO1, FAM175A, H2AFX, H2BFS, HERC2, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIST2H2BE, HIST2H4A, HIST2H4B, HIST3H2BB, HIST3H3, HIST4H4, HUS1, KAT5, MDC1, MRE11A, NBN, PIAS4, PPP4C, PPP4R2, RAD1, RAD17, RAD50, RAD9A, RAD9B, RBBP8, RFC2, RFC3, RFC4, RFC5, RHNO1, RMI1, RMI2, RNF168, RNF4, RNF8, RPA1, RPA2, RPA3, RPS27A, SIRT6, SUMO1, SUMO2, TIMELESS, TIPIN, TOP3A, TOPBP1, TP53, TP53BP1, UBA52, UBB, UBC, UBE2I, UBE2N, UBE2V2, UIMC1, WHSC1, WRN
649	Evading Growth Suppressors	G2/M DNA Replication Checkpoint	wikipathways	CCNB1, CCNB2, CDK1, PKMYT1, WEE1
682	Evading Growth Suppressors	Gene Expression Of Smad6/7 By R Smad:smad4 ( TGF Beta Super Family Signaling Pathway(canonical) ) // Gene Expression Of Smad7 By R Smad:smad4 ( TGF Beta Super Family Signaling Pathway(canonical) )	inoh	SMAD1, SMAD2, SMAD3, SMAD4, SMAD5, SMAD6, SMAD7, SMAD9
860	Evading Growth Suppressors	Inhibition Of Replication Initiation Of Damaged DNA By RB1/E2F1	inoh	E2F1, POLA1, POLA2, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R3B, PRIM1, PRIM2, RB1, TFDP1
1084	Evading Growth Suppressors	Negative Regulation Of (nuclear Import Of R Smad:smad4) In TGF Beta Super Family Signaling Pathway ( TGF Beta Super Family Signaling Pathway(canonical) )	reactome	MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK7, MAPK8, MAPK9, SMAD1
1085	Evading Growth Suppressors	Negative Regulation Of (transcription By R Smad:smad4) In TGF Beta Super Family Signaling Pathway ( TGF Beta Super Family Signaling Pathway(canonical) )	reactome	HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, SKI, SKIL, SMAD1, SMAD2, SMAD3, SMAD4, SMAD5, SMAD9, TLE1, TLE2, TLE3, TLE4
1094	Evading Growth Suppressors	Negative Regulation Of The PI3K/AKT Network	reactome	AKT1, AKT2, AKT3, PHLPP1, PHLPP2, PTEN, THEM4, TRIB3
1842	Evading Growth Suppressors	P53 Dependent G1 DNA Damage Response	pid // wikipathways	CCNA1, CCNA2, CCNE1, CCNE2, CDK2, CDKN1A, CDKN1B
1839	Evading Growth Suppressors	P53 Pathway	humancyc	AKT1, ATM, ATR, CDK2, CREBBP, EP300, KAT2B, MDM2, MDM4, PPP2CA, TP53
1840	Evading Growth Suppressors	P53 Pathway By Glucose Deprivation	humancyc	AKT1, AKT2, AKT3, EIF4EBP1, IGBP1, PPP2CA, PPP2CB, PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, RHEB, RPS6KB1, RPS6KB2, STK11, TP53, TP63, TP73, TSC1, TSC2
1153	Evading Growth Suppressors	P53 Pathway Feedback Loops 1	panther	MDM2, MDM4, RFWD2, TP53, TP63, TP73
1841	Evading Growth Suppressors	P53 Pathway Feedback Loops 2	reactome	AKT1, AKT2, AKT3, ATM, ATR, CCNA1, CCNA2, CCNE1, CCNG1, CDK2, CDKN1A, CTNNB1, HRAS, KRAS, MAPK11, MAPK12, MAPK13, MAPK14, MYC, NRAS, PDPK1, PIK3C2A, PIK3C2B, PIK3C2G, PIK3C3, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PPP2CA, PPP2CB, PTEN, RB1, RBL1, SIAH1, TP53, TP63, TP73
1233	Evading Growth Suppressors	Phosphorylation Of The APC/C	reactome	ANAPC1, ANAPC10, ANAPC11, ANAPC15, ANAPC16, ANAPC2, ANAPC4, ANAPC5, ANAPC7, CCNB1, CDC16, CDC23, CDC26, CDC27, CDK1, PLK1, UBE2C, UBE2D1, UBE2E1
1336	Evading Growth Suppressors	Regulation Of APC/C Activators Between G1/S And Early Anaphase	reactome	ANAPC1, ANAPC10, ANAPC11, ANAPC15, ANAPC16, ANAPC2, ANAPC4, ANAPC5, ANAPC7, CCNA1, CCNA2, CCNB1, CDC16, CDC20, CDC23, CDC26, CDC27, CDK1, CDK2, FBXO5, FZR1, UBE2C, UBE2D1, UBE2E1
1354	Evading Growth Suppressors	Regulation Of TP53 Activity Through Acetylation	reactome	AKT1, AKT2, AKT3, BRD1, BRD7, BRPF1, BRPF3, CHD3, CHD4, EP300, GATAD2A, GATAD2B, HDAC1, HDAC2, ING5, KAT6A, MBD3, MEAF6, MTA2, PML, RBBP4, RBBP7, TP53
1355	Evading Growth Suppressors	Regulation Of TP53 Activity Through Association With Co Factors	reactome	AKT1, AKT2, AKT3, BANP, PHF20, POU4F1, POU4F2, PPP1R13B, PPP1R13L, TP53, TP53BP2, TP63, TP73, ZNF385A
1356	Evading Growth Suppressors	Regulation Of TP53 Activity Through Methylation	pid	ATM, CHEK2, EHMT1, EHMT2, EP300, JMY, KMT5A, L3MBTL1, MDM2, MDM4, PRMT5, RPS27A, SETD9, SMYD2, TP53, TTC5, UBA52, UBB, UBC
1357	Evading Growth Suppressors	Regulation Of TP53 Activity Through Phosphorylation	reactome	ATM, ATR, ATRIP, AURKA, AURKB, BARD1, BLM, BRCA1, BRIP1, CCNA1, CCNA2, CDK2, CDK5, CDK5R1, CHEK1, CHEK2, CSNK2A1, CSNK2A2, CSNK2B, DNA2, DYRK2, EXO1, HIPK1, HIPK2, HUS1, KAT5, MAPK11, MAPK14, MAPKAPK5, MDM2, MDM4, MRE11A, NBN, NOC2L, NUAK1, PIN1, PLK3, PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, PRKAG2, PRKAG3, RAD1, RAD17, RAD50, RAD9A, RAD9B, RBBP8, RFC2, RFC3, RFC4, RFC5, RHNO1, RMI1, RMI2, RPA1, RPA2, RPA3, RPS27A, SSRP1, STK11, SUPT16H, TAF1, TAF10, TAF11, TAF12, TAF13, TAF1L, TAF2, TAF3, TAF4, TAF4B, TAF5, TAF6, TAF9, TAF9B, TBP, TOP3A, TOPBP1, TP53, TP53INP1, TP53RK, TPX2, UBA52, UBB, UBC, WRN
1358	Evading Growth Suppressors	Regulation Of TP53 Degradation	pid	AKT1, AKT2, AKT3, ATM, CCNA1, CCNA2, CCNG1, CDK1, CDK2, CDKN2A, CHEK2, DAXX, MAPKAP1, MDM2, MDM4, MLST8, MTOR, PDPK1, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R5C, PRR5, RFFL, RICTOR, RNF34, RPS27A, SGK1, TP53, UBA52, UBB, UBC, USP2, USP7
1443	Evading Growth Suppressors	Senescence And Autophagy In Cancer	reactome	CREG1, IFNB1, ING1, IRF1, JUN, MTOR, TP53
1419	Evading Growth Suppressors	SMAD2/SMAD3:SMAD4 Heterotrimer Regulates Transcription	reactome	ATP1B4, CCNC, CCNK, CCNT1, CCNT2, CDK8, CDK9, CDKN2B, E2F4, E2F5, HDAC1, JUNB, MEN1, MYC, RBL1, RNF111, RPS27A, SERPINE1, SMAD2, SMAD3, SMAD4, SMAD7, SNW1, SP1, TFDP1, TFDP2, TGIF1, TGIF2, UBA52, UBB, UBC, WWTR1
1514	Evading Growth Suppressors	Stabilization Of P53	kegg // smpdb	ATM, CHEK2, MDM2, MDM4, RPS27A, TP53, UBA52, UBB, UBC
1627	Evading Growth Suppressors	Tetrachlorodibenzodioxin Inhibits The Reaction [[AHR Protein Binds To CDK4 Protein, CCND1 Protein] Results In Increased Phosphorylation Of RB1 Protein]	smpdb	AHR, CCND1, CDK4, RB1
1582	Evading Growth Suppressors	TGF Beta Receptor	pid	ACVRL1, AKT1, ANAPC1, ANAPC10, ANAPC2, ANAPC4, ANAPC5, ANAPC7, AP2B1, AR, ARRB2, ATF2, ATF3, AXIN1, AXIN2, BCAR1, BRCA1, BTRC, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CAV1, CCNB2, CCND1, CCNE1, CD44, CDC16, CDC23, CDC25A, CDC27, CDK1, CDK2, CDK4, CDK6, CDKN1A, CHUK, CITED1, COPS5, CREBBP, CRK, CSNK1G2, CTCF, CTNNA1, CTNNA2, CTNNB1, CUL1, DAB2, DAXX, DCP1A, DDX5, DVL1, DYNC1I1, DYNLRB1, DYNLRB2, E2F4, E2F5, EID2, EIF3I, EIF4EBP1, ENG, EP300, ERBB2IP, ESR1, ETS1, EWSR1, FKBP1A, FNTA, FOS, FOSB, FOXG1, FOXH1, FOXO1, FOXO3, FOXO4, FZR1, GIPC1, GRB2, GSK3B, HDAC1, HGS, HNF4A, HOXA9, HSPA8, IKBKB, ING2, IRF2BP1, ITCH, ITGB1, ITGB3, JUN, JUNB, JUND, KAT2B, KLF10, KPNB1, LEF1, MAP2K1, MAP2K2, MAP2K3, MAP2K6, MAP3K7, MAP4K1, MAPK1, MAPK14, MAPK3, MAPK8, MED15, MEF2A, MEF2C, MTOR, MYC, NCOA1, NEDD4L, NFKB1, NFKBIA, NFYA, NFYB, NFYC, NME1, NUP153, NUP214, OLIG1, PARD3, PARD6A, PDK1, PDPK1, PIAS1, PIAS2, PIK3CA, PIK3R1, PIK3R2, PJA1, PML, PPM1A, PPP1CC, PPP1R15A, PPP2CA, PPP2R1A, PPP2R2A, PRKAR1B, PRKAR2A, PTK2, PXN, RAF1, RB1, RBL1, RBL2, RBX1, RHOA, RNF111, ROCK1, RPS6KA5, RPS6KB1, RUNX1, RUNX2, RUNX3, SAMD3, SDC2, SHC1, SIK1, SKI, SKIL, SKP1, SMAD2, SMAD3, SMAD4, SMAD6, SMAD7, SMURF1, SMURF2, SNIP1, SNW1, SNX1, SNX2, SNX4, SNX6, SOS1, SOX9, SP1, SPARC, SPTBN1, SRC, STAMBPL1, STK11, STK11IP, STRAP, SUMO1, TAB1, TCF4, TFDP1, TFDP2, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, TGFBR3, TGIF1, TP53, TP73, TRAF6, TRAP1, TRIM33, UBE2D1, UBE2D2, UBE2D3, UBE2I, UCHL5, VDR, VPS39, WWP1, WWTR1, XPO1, XPO4, YAP1, ZEB1, ZEB2, ZFYVE16, ZFYVE9
1577	Evading Growth Suppressors	TGF Beta Receptor Signaling	reactome	ARRB2, AXIN1, BAMBI, CAMK2A, CAV1, CTGF, CTNNB1, DAB2, DACT2, DAXX, DYNLRB1, EIF2A, FKBP1A, GRB2, ITCH, MAP3K7, NEDD4L, OCLN, PARD6A, PDPK1, PML, PPP1CA, PPP1R15A, PPP2CA, PPP2CB, PPP2R2A, RNF111, RPS6KB1, SHC1, SMAD2, SMAD3, SMAD4, SMAD7, SMURF1, SMURF2, SOS1, SPTBN1, STRAP, TAB1, TAB2, TFAP2B, TGFB1, TGFB3, TGFBR1, TGFBR2, TGFBR3, TGFBRAP1, WWP1, XIAP, YAP1, YWHAE, ZFYVE16, ZFYVE9
1578	Evading Growth Suppressors	TGF Beta Receptor Signaling Activates SMADs	humancyc // panther	CBL, FKBP1A, FURIN, NEDD8, SMAD2, SMAD3, SMAD4, TGFB1, TGFBR1, TGFBR2, UBE2M, ZFYVE9
1579	Evading Growth Suppressors	TGF Beta Receptor Signaling In EMT (epithelial To Mesenchymal Transition)	reactome	ARHGEF18, CGN, F11R, FKBP1A, PARD3, PARD6A, PRKCZ, RHOA, RPS27A, SMURF1, TGFB1, TGFBR1, TGFBR2, UBA52, UBB, UBC
1576	Evading Growth Suppressors	TGF Beta Signaling Pathway(through TAK1) ( TGF Beta Signaling(through TAK1) )	wikipathways	MAP3K7, TAB1, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, XIAP
1580	Evading Growth Suppressors	TGF Beta Super Family Signaling Pathway(canonical) ( TGF Beta BMP Diagram(MolecularVariation) )	netpath	ACVR1, ACVR1B, ACVR2A, ACVR2B, ACVRL1, AMHR2, BMP10, BMP15, BMP2, BMP3, BMP4, BMP5, BMP6, BMP7, BMP8B, BMPR1A, BMPR1B, BMPR2, CREBBP, EP300, GDF10, GDF11, GDF2, GDF3, GDF5, GDF6, GDF7, GDF9, INHA, INHBA, INHBB, INHBC, INHBE, MAML1, MAML2, MAML3, MSTN, NODAL, SMAD1, SMAD2, SMAD3, SMAD4, SMAD5, SMAD9, SMARCA4, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, WT1
1593	Evading Growth Suppressors	TP53 Network	reactome	MYC, SUMO1, TNFSF10, TP53, TP63, TP73
1594	Evading Growth Suppressors	TP53 Regulates Metabolic Genes	inoh	AGO1, AGO2, AGO3, AGO4, AKT1, AKT2, AKT3, COX11, COX14, COX16, COX18, COX20, COX4I1, COX5A, COX5B, COX6A1, COX6B1, COX6C, COX7A2L, COX7B, COX7C, COX8A, CYCS, DDIT4, G6PD, GLS, GLS2, GPI, GPX2, GSR, LAMTOR1, LAMTOR2, LAMTOR3, LAMTOR4, LAMTOR5, LRPPRC, MLST8, MOV10, MT-CO1, MT-CO2, MT-CO3, MTOR, NDUFA4, PRDX1, PRDX2, PRDX5, PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, PRKAG2, PRKAG3, PTEN, RHEB, RPTOR, RRAGA, RRAGB, RRAGC, RRAGD, RRM2B, SCO1, SCO2, SESN1, SESN2, SESN3, SFN, SURF1, TACO1, TIGAR, TNRC6A, TNRC6B, TNRC6C, TP53, TP63, TSC1, TSC2, TXN, TXNRD1, YWHAB, YWHAE, YWHAG, YWHAH, YWHAQ, YWHAZ
1601	Evading Growth Suppressors	TP53 Regulates Transcription Of Additional Cell Cycle Genes Whose Exact Role In The P53 Pathway Remain Uncertain	wikipathways	BTG2, CDC25C, CENPJ, CNOT1, CNOT10, CNOT11, CNOT2, CNOT3, CNOT4, CNOT6, CNOT6L, CNOT7, CNOT8, NPM1, PLAGL1, PLK2, PLK3, RGCC, RQCD1, TNKS1BP1, TP53
1595	Evading Growth Suppressors	TP53 Regulates Transcription Of Caspase Activators And Caspases	reactome	APAF1, ATM, CASP1, CASP10, CASP2, CASP6, CRADD, NLRC4, PIDD1, TP53, TP63, TP73
1597	Evading Growth Suppressors	TP53 Regulates Transcription Of Death Receptors And Ligands	reactome	FAS, IGFBP3, PPP1R13B, TMEM219, TNFRSF10A, TNFRSF10B, TNFRSF10C, TNFRSF10D, TP53, TP53BP2, TP63, TP73
1596	Evading Growth Suppressors	TP53 Regulates Transcription Of DNA Repair Genes	reactome	ATF2, ATM, ATR, BRCA1, CCNH, CCNK, CCNT1, CCNT2, CDK12, CDK13, CDK7, CDK9, CHEK1, CTDP1, DDB2, ELL, ERCC2, ERCC3, FANCC, FANCD2, FANCI, FOS, GTF2F1, GTF2F2, GTF2H1, GTF2H2, GTF2H3, GTF2H4, GTF2H5, JUN, MDC1, MLH1, MNAT1, MSH2, NELFA, NELFB, NELFCD, NELFE, PMS2, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, RAD51D, SSRP1, SUPT16H, SUPT4H1, SUPT5H, TCEA1, TCEB1, TCEB2, TCEB3, TP53
1598	Evading Growth Suppressors	TP53 Regulates Transcription Of Genes Involved In Cytochrome C Release	reactome	AIFM2, ATM, BAX, BBC3, BID, BNIP3L, CREBBP, PMAIP1, PPP1R13B, PRELID1, STEAP3, TP53, TP53AIP1, TP53BP2, TP53INP1, TP63, TP73, TRIAP1, ZNF420
1599	Evading Growth Suppressors	TP53 Regulates Transcription Of Genes Involved In G1 Cell Cycle Arrest	netpath	ARID3A, CCNA1, CCNA2, CCNE1, CCNE2, CDK2, CDKN1A, CDKN1B, E2F1, E2F7, PCBP4, TP53, ZNF385A
1600	Evading Growth Suppressors	TP53 Regulates Transcription Of Genes Involved In G2 Cell Cycle Arrest	reactome	AURKA, BAX, CARM1, CCNB1, CDC25C, CDK1, E2F4, EP300, GADD45A, PCNA, PRMT1, RBL1, RBL2, SFN, TFDP1, TFDP2, TP53, ZNF385A
1602	Evading Growth Suppressors	TP53 Regulates Transcription Of Several Additional Cell Death Genes Whose Specific Roles In P53 Dependent Apoptosis Remain Uncertain	reactome	BCL2L14, BCL6, BIRC5, CHM, NDRG1, PERP, PPP1R13B, RABGGTA, RABGGTB, TP53, TP53BP2, TP53I3, TP63, TP73
170	Avoiding Immune Destruction	Antigen Presentation: Folding, Assembly And Peptide Loading Of Class I MHC	reactome	B2M, CALR, CANX, ERAP1, ERAP2, HLA-A, HLA-B, HLA-C, HLA-E, HLA-F, HLA-G, HLA-H, HSPA5, PDIA3, SAR1B, SEC13, SEC23A, SEC24A, SEC24B, SEC24C, SEC24D, SEC31A, TAP1, TAP2, TAPBP
50	Avoiding Immune Destruction	APC Cdc20 Mediated Degradation Of Nek2A // APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins // Inactivation Of APC/C Via Direct Inhibition Of The APC/C Complex	reactome	ANAPC1, ANAPC10, ANAPC11, ANAPC15, ANAPC16, ANAPC2, ANAPC4, ANAPC5, ANAPC7, BUB1B, BUB3, CDC16, CDC20, CDC23, CDC26, CDC27, MAD2L1, NEK2, RPS27A, UBA52, UBB, UBC, UBE2C, UBE2D1, UBE2E1
49	Avoiding Immune Destruction	APC Truncation Mutants Have Impaired AXIN Binding // AXIN Missense Mutants Destabilize The Destruction Complex // Beta Catenin Phosphorylation Cascade // Misspliced GSK3beta Mutants Stabilize Beta Catenin // S33 Mutants Of Beta Catenin Aren't Phosphorylated // S37 Mutants Of Beta Catenin Aren't Phosphorylated // S45 Mutants Of Beta Catenin Aren't Phosphorylated // T41 Mutants Of Beta Catenin Aren't Phosphorylated // Truncations Of AMER1 Destabilize The Destruction Complex	reactome	AMER1, APC, AXIN1, CSNK1A1, CTNNB1, FRAT1, FRAT2, GSK3B, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R5A, PPP2R5B, PPP2R5C, PPP2R5D, PPP2R5E
51	Avoiding Immune Destruction	APC/C:Cdc20 Mediated Degradation Of Cyclin B	reactome	ANAPC1, ANAPC10, ANAPC11, ANAPC15, ANAPC16, ANAPC2, ANAPC4, ANAPC5, ANAPC7, CCNB1, CDC16, CDC20, CDC23, CDC26, CDC27, CDK1, RPS27A, UBA52, UBB, UBC, UBE2C, UBE2D1, UBE2E1
52	Avoiding Immune Destruction	APC/C:Cdc20 Mediated Degradation Of Securin // APC/C:Cdh1 Mediated Degradation Of Cdc20 And Other APC/C:Cdh1 Targeted Proteins In Late Mitosis/early G1 // Autodegradation Of Cdh1 By Cdh1:APC/C // Cdc20:Phospho APC/C Mediated Degradation Of Cyclin A	reactome	ANAPC1, ANAPC10, ANAPC11, ANAPC15, ANAPC16, ANAPC2, ANAPC4, ANAPC5, ANAPC7, AURKA, AURKB, BUB1B, BUB3, CCNA1, CCNA2, CDC16, CDC20, CDC23, CDC26, CDC27, CDK1, FZR1, MAD2L1, PLK1, PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD1, PSMD10, PSMD11, PSMD12, PSMD13, PSMD14, PSMD2, PSMD3, PSMD4, PSMD5, PSMD6, PSMD7, PSMD8, PSMD9, PSME1, PSME2, PSME3, PSME4, PSMF1, PTTG1, RPS27A, SKP2, UBA52, UBB, UBC, UBE2C, UBE2D1, UBE2E1
303	Avoiding Immune Destruction	Cadmium Chloride Inhibits The Reaction [[IL1B Protein Co Treated With TNF Protein, IFNG Protein] Results In Increased Activity Of NOS2 Protein] // Deoxynivalenol Inhibits The Reaction [[IFNG Protein Co Treated With TNF Protein, IL1B Protein] Results In Increased Expression Of NOS2 Protein] // Diclofenac Promotes The Reaction [[IL1B Protein Co Treated With TNF Protein, IFNG Protein] Results In Increased Expression Of NOS2 Protein]	reactome	IFNG, IL1B, NOS2, TNF
